SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2019,NPOPCHG_2019,BIRTHS2019,DEATHS2019,NATURALINC2010,NATURALINC2019,INTERNATIONALMIG2019,GQESTIMATES2019,RBIRTH2019,RDEATH2019
50,2,3,17,65,Illinois,Hamilton County,8116,-32,78,102,-16,-24,0,117,9.59173635,12.54303984
50,2,3,17,67,Illinois,Hancock County,17708,-120,178,198,-16,-20,2,223,10.01800991,11.143629
50,2,3,17,69,Illinois,Hardin County,3821,-72,31,65,0,-34,0,17,8.037334716,16.85247602
50,2,3,17,71,Illinois,Henderson County,6646,-51,63,95,9,-32,1,51,9.443153714,14.23967624
50,2,3,17,73,Illinois,Henry County,48913,-156,479,543,32,-64,-1,722,9.777306036,11.08366843
50,2,3,17,75,Illinois,Iroquois County,27114,-370,292,359,16,-67,-2,469,10.6963625,13.15066486
50,2,3,17,77,Illinois,Jackson County,56750,-539,614,496,91,118,184,3586,10.76824595,8.698778488
50,2,3,17,79,Illinois,Jasper County,9610,-14,114,93,28,21,12,54,11.85400853,9.670375377
50,2,3,17,81,Illinois,Jefferson County,37684,-24,452,445,-42,7,14,2141,11.99066214,11.80496604
50,2,3,17,83,Illinois,Jersey County,21773,-22,211,234,18,-23,20,795,9.686008079,10.74182887
50,2,3,17,85,Illinois,Jo Daviess County,21235,-96,165,240,-29,-75,-9,167,7.752666447,11.27660574
50,2,3,17,87,Illinois,Johnson County,12417,-6,101,144,6,-43,0,1276,8.132045089,11.5942029
50,2,3,17,89,Illinois,Kane County,532403,-317,6249,3464,1080,2785,-81,6818,11.73385609,6.504413105
50,2,3,17,91,Illinois,Kankakee County,109862,-91,1240,1167,69,73,29,6268,11.28221459,10.6180197
50,2,3,17,93,Illinois,Kendall County,128990,1273,1473,580,363,893,107,208,11.47611869,4.518770427
50,2,3,17,95,Illinois,Knox County,49699,-279,559,620,-52,-61,77,3930,11.21622842,12.44018179
50,2,3,17,97,Illinois,Lake County,696535,-3052,7261,4780,1210,2481,817,18684,10.40166977,6.847539112
50,2,3,17,99,Illinois,LaSalle County,108669,-490,1124,1252,21,-128,29,3385,10.32006905,11.49530823
50,2,3,17,101,Illinois,Lawrence County,15678,-135,145,198,18,-53,4,2419,9.208980344,12.57502144
50,2,3,17,103,Illinois,Lee County,34096,-200,338,376,24,-38,7,3041,9.884196982,10.99543806
50,2,3,17,105,Illinois,Livingston County,35648,-66,422,412,-13,10,32,2322,11.82702279,11.54676158
50,2,3,17,107,Illinois,Logan County,28618,-294,286,334,11,-48,13,4139,9.942638623,11.61133322
50,2,3,17,109,Illinois,McDonough County,29682,-302,258,296,26,-38,77,3327,8.64814132,9.921898569
50,2,3,17,111,Illinois,McHenry County,307774,-477,3090,2198,383,892,7,1648,10.03206039,7.136074023
50,2,3,17,113,Illinois,McLean County,171517,-893,1877,1246,200,631,567,10508,10.91510699,7.245723657
50,2,3,17,115,Illinois,Macon County,104009,-495,1258,1223,109,35,34,4011,12.06639394,11.73068346
50,2,3,17,117,Illinois,Macoupin County,44926,-392,447,561,-15,-114,3,863,9.906475777,12.43295953
50,2,3,17,119,Illinois,Madison County,262966,-1060,2804,2944,153,-140,1,3950,10.64152777,11.17284513
50,2,3,17,121,Illinois,Marion County,37205,-176,451,461,-48,-10,10,759,12.09342236,12.3615692
50,2,3,17,123,Illinois,Marshall County,11438,-45,117,151,2,-34,1,255,10.20897867,13.17569042
50,2,3,17,125,Illinois,Mason County,13359,-174,127,175,13,-48,0,206,9.44518816,13.01502306
50,2,3,17,127,Illinois,Massac County,13772,-251,138,178,-40,-40,-3,292,9.929843497,12.808059
50,2,3,17,129,Illinois,Menard County,12196,-93,122,127,-2,-5,-4,154,9.965284868,10.37369818
50,2,3,17,131,Illinois,Mercer County,15437,-114,140,194,-19,-54,0,185,9.035755776,12.52097586
50,2,3,17,133,Illinois,Monroe County,34637,264,359,319,35,40,0,344,10.40428923,9.245036951
50,2,3,17,135,Illinois,Montgomery County,28414,-277,301,365,8,-64,0,2453,10.54198406,12.78346905
50,2,3,17,137,Illinois,Morgan County,33658,-369,355,391,-8,-36,44,3324,10.48976878,11.55351998
50,2,3,17,139,Illinois,Moultrie County,14501,-147,174,160,-16,14,3,395,11.93865999,10.97807815
50,2,3,17,141,Illinois,Ogle County,50643,-138,525,495,-4,30,5,526,10.35257927,9.761003313
50,2,3,17,143,Illinois,Peoria County,179179,-1441,2445,1826,189,619,258,4811,13.5909216,10.15011159
50,2,3,17,145,Illinois,Perry County,20916,-228,188,228,-28,-40,4,2471,8.939610081,10.84165478
50,2,3,17,147,Illinois,Piatt County,16344,-22,173,159,-6,14,-1,72,10.57780495,9.721797615
50,2,3,17,149,Illinois,Pike County,15561,-34,194,176,-21,18,-1,488,12.45346001,11.29798434
50,2,3,17,151,Illinois,Pope County,4177,-7,25,39,-2,-14,0,272,5.980145916,9.329027628
50,2,3,17,153,Illinois,Pulaski County,5335,-99,56,75,-26,-19,2,21,10.40022286,13.9288699
50,2,3,17,155,Illinois,Putnam County,5739,3,47,55,8,-8,0,2,8.191721133,9.586056645
50,2,3,17,157,Illinois,Randolph County,31782,-395,320,379,27,-59,8,4315,10.00641036,11.85134227
50,2,3,17,159,Illinois,Richland County,15513,-182,162,187,-26,-25,1,364,10.38195335,11.98410664
50,2,3,17,161,Illinois,Rock Island County,141879,-742,1661,1543,181,118,298,4587,11.67662566,10.84710018
50,2,3,17,163,Illinois,St. Clair County,259686,-1674,3095,2723,322,372,61,4556,11.87994918,10.45205222
50,2,3,17,165,Illinois,Saline County,23491,-298,278,343,-47,-65,-2,881,11.75972927,14.50930626
50,2,3,17,167,Illinois,Sangamon County,194672,-967,2201,2101,129,100,203,4018,11.27818586,10.76577396
50,2,3,17,169,Illinois,Schuyler County,6768,-102,54,93,-10,-39,6,463,7.919049714,13.6383634
50,2,3,17,171,Illinois,Scott County,4951,24,43,47,-18,-4,6,43,8.706215833,9.516096376
50,2,3,17,173,Illinois,Shelby County,21634,-92,228,246,17,-18,0,205,10.51660517,11.34686347
50,2,3,17,175,Illinois,Stark County,5342,-76,57,76,-2,-19,2,92,10.59479554,14.12639405
50,2,3,17,177,Illinois,Stephenson County,44498,-299,476,547,-47,-71,24,836,10.66129123,12.25152584
50,2,3,17,179,Illinois,Tazewell County,131803,-647,1375,1444,102,-69,67,2567,10.40669359,10.92892039
50,2,3,17,181,Illinois,Union County,16653,-179,173,224,-40,-51,0,566,10.33298492,13.37912498
50,2,3,17,183,Illinois,Vermilion County,75758,-944,918,945,109,-27,19,2906,12.04250295,12.39669422
50,2,3,17,185,Illinois,Wabash County,11520,-3,131,114,-6,17,34,88,11.3700473,9.894544981
50,2,3,17,187,Illinois,Warren County,16844,-148,204,178,24,26,37,977,12.0581629,10.52133822
50,2,3,17,189,Illinois,Washington County,13887,-112,154,143,15,11,0,246,11.0449688,10.25604246
50,2,3,17,191,Illinois,Wayne County,16215,-111,187,211,-16,-24,3,76,11.4931932,12.96825543
50,2,3,17,193,Illinois,White County,13537,-81,132,199,-46,-67,2,391,9.721966489,14.65660099
50,2,3,17,195,Illinois,Whiteside County,55175,-378,610,649,73,-39,-7,1011,11.01799003,11.7224189
50,2,3,17,197,Illinois,Will County,690743,-406,7311,4812,1411,2499,171,8748,10.58114527,6.964364798
50,2,3,17,199,Illinois,Williamson County,66597,-385,716,769,40,-53,28,2001,10.72024794,11.51378585
50,2,3,17,201,Illinois,Winnebago County,282572,-1058,3445,2928,378,517,329,4742,12.16880195,10.34259858
50,2,3,17,203,Illinois,Woodford County,38459,-68,418,391,46,27,6,1005,10.85911724,10.15769101
40,2,3,18,0,Indiana,Indiana,6732219,36722,80711,62175,7103,18536,14379,190079,12.02155303,9.260696309
50,2,3,18,1,Indiana,Adams County,35777,182,676,261,119,415,8,422,18.94300286,7.313792524
50,2,3,18,3,Indiana,Allen County,379299,4220,5155,3162,766,1993,747,6121,13.66688848,8.383065254
50,2,3,18,5,Indiana,Bartholomew County,83779,1057,1015,734,42,281,629,1148,12.19211897,8.816763863
50,2,3,18,7,Indiana,Benton County,8748,95,103,81,6,22,1,92,11.83840009,9.309809781
50,2,3,18,9,Indiana,Blackford County,11758,-166,115,163,11,-48,10,163,9.712017566,13.76572925
50,2,3,18,11,Indiana,Boone County,67843,913,764,469,74,295,72,574,11.33758245,6.959851009
50,2,3,18,13,Indiana,Brown County,15092,-138,117,153,-34,-36,-3,163,7.717169052,10.09168261
50,2,3,18,15,Indiana,Carroll County,20257,69,232,191,38,41,16,106,11.47236989,9.444925207
